SCATS_Number	SCATS Neighbours	NB_LATITUDE	NB_LONGITUDE	V00	Location
4034	4032 4324 4063 4035	-37.81147	145.05946	29	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	44	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	36	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	49	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	85	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	28	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	22	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	28	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	35	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	26	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	67	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	100	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	33	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81147	145.05946	28	BURKE_RD N OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	45	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	16	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	9	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	17	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	17	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	21	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	37	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	41	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	13	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	9	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	18	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	19	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	20	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	34	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	50	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	16	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	9	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	25	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	15	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	27	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	25	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	45	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	8	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	9	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	16	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	21	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	19	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	18	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	37	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	19	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81193	145.05982	11	WHITEHORSE_RD E OF BURKE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	101	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	35	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	29	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	33	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	49	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	43	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	76	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	123	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	26	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	39	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	56	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	36	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	48	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	73	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	130	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	35	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	48	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	57	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	58	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	54	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	106	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	165	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	35	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	28	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	39	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	46	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	40	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	104	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	127	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	35	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81216	145.05933	41	BURKE_RD S OF WHITEHORSE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	37	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	10	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	15	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	17	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	12	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	24	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	43	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	56	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	16	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	10	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	24	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	25	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	20	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	45	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	27	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	14	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	14	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	30	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	18	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	16	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	38	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	57	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	14	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	13	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	22	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	12	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	17	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	52	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	47	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	12	COTHAM_RD W OF BURKE_RD
4034	4032 4324 4063 4035	-37.81184	145.05901	16	COTHAM_RD W OF BURKE_RD
4035	4034 3120	-37.8172654	145.0583603	78	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	28	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	16	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	23	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	29	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	46	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	61	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	96	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	20	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	17	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	31	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	33	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	36	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	79	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	98	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	33	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	25	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	35	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	43	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	41	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	52	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	94	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	28	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	27	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	33	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	56	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	39	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	71	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	99	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	32	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.8172654	145.0583603	26	BURKE_RD N of MONT ALBERT_RD
4035	4034 3120	-37.81744	145.05873	37	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	11	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	9	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	17	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	7	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	14	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	20	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	49	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	4	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	8	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	9	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	4	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	8	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	29	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	30	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	4	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	14	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	17	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	18	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	23	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	43	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	41	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	11	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	14	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	6	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	17	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	23	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	37	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	42	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	15	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81744	145.05873	8	MONT ALBERT_RD E of BURKE_RD
4035	4034 3120	-37.81912	145.05801	94	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	35	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	35	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	30	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	49	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	41	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	56	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	99	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	19	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	32	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	42	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	34	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	45	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	75	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	118	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	35	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	35	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	46	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	55	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	44	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	91	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	135	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	30	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	35	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	38	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	41	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	38	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	96	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	103	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	33	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.81912	145.05801	42	BURKE_RD S of BARKERS_RD
4035	4034 3120	-37.8188	145.05739	52	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	20	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	13	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	22	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	26	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	27	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	69	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	75	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	29	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	15	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	33	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	18	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	25	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	70	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	71	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	21	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	22	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	42	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	36	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	34	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	71	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	87	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	17	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	23	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	25	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	22	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	31	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	54	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	73	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	29	BARKERS_RD W of BURKE_RD
4035	4034 3120	-37.8188	145.05739	14	BARKERS_RD W of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	72	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	30	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	24	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	25	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	24	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	41	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	64	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	84	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	20	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	28	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	22	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	34	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	35	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	59	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	108	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	27	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	34	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	33	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	45	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	32	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	65	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	111	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	31	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	27	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	43	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	33	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	46	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	59	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	108	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	36	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83256	145.05545	42	BURKE_RD N of RIVERSDALE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	30	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	16	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	17	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	12	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	15	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	15	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	36	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	25	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	10	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	11	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	17	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	18	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	18	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	30	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	37	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	9	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	15	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	17	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	12	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	20	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	21	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	27	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	10	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	8	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	13	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	12	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	15	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	23	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	21	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	17	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83294	145.05594	9	RIVERSDALE_RD E of BURKE_RD
4040	3120 4266 4272 3804 3812 4043	-37.83312	145.05571	31	CAMBERWELL_RD SE of BURKE_RD
